UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,temp_gap,power,wear_rate,heat_stress,stress_index
3181,M18040,M,300.2,309.4,1433,48.8,191,0,0,0,0,0,0,9.199999999999989,69930.4,0.1332868108862526,448.9599999999994,9320.8
3182,L50361,L,300.2,309.4,1527,37.0,194,0,0,0,0,0,0,9.199999999999989,56499.0,0.12704649639816634,340.3999999999996,7178.0
3183,M18042,M,300.1,309.3,1443,50.3,196,0,0,0,0,0,0,9.199999999999989,72582.9,0.13582813582813583,462.7599999999994,9858.8
3184,L50363,L,300.1,309.3,1616,32.0,199,0,0,0,0,0,0,9.199999999999989,51712.0,0.12314356435643564,294.39999999999964,6368.0
3185,L50364,L,300.1,309.3,1654,31.0,201,0,0,0,0,0,0,9.199999999999989,51274.0,0.1215235792019347,285.19999999999965,6231.0
3186,L50365,L,300.1,309.3,1685,27.1,203,0,0,0,0,0,0,9.199999999999989,45663.5,0.12047477744807121,249.3199999999997,5501.299999999999
3187,M18046,M,300.2,309.4,1456,48.8,205,0,0,0,0,0,0,9.199999999999989,71052.8,0.1407967032967033,448.9599999999994,10004.0
3188,M18047,M,300.2,309.4,1752,27.8,208,0,0,0,0,0,0,9.199999999999989,48705.6,0.1187214611872146,255.75999999999968,5782.4
3189,M18048,M,300.1,309.2,1438,51.0,211,0,0,0,0,0,0,9.099999999999966,73338.0,0.14673157162726008,464.09999999999826,10761.0
3190,L50369,L,300.1,309.1,1551,33.7,214,0,0,0,0,0,0,9.0,52268.700000000004,0.13797549967762734,303.3,7211.800000000001
3191,L50370,L,300.1,309.2,1599,30.1,216,0,0,0,0,0,0,9.099999999999966,48129.9,0.1350844277673546,273.909999999999,6501.6
3192,M18051,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0,9.099999999999966,58368.4,0.1258660508083141,306.6699999999989,7346.6
3193,M18052,M,300.1,309.2,1418,39.8,221,0,0,0,0,0,0,9.099999999999966,56436.399999999994,0.15585331452750353,362.17999999999864,8795.8
3194,L50373,L,300.0,309.1,1401,44.5,0,0,0,0,0,0,0,9.100000000000023,62344.5,0.0,404.950000000001,0.0
3195,L50374,L,300.0,309.0,1454,51.7,2,0,0,0,0,0,0,9.0,75171.8,0.001375515818431912,465.3,103.4
3196,M18055,M,300.0,309.2,1635,32.4,4,0,0,0,0,0,0,9.199999999999989,52974.0,0.0024464831804281344,298.07999999999964,129.6
3197,L50376,L,300.0,309.1,1489,40.3,7,0,0,0,0,0,0,9.100000000000023,60006.7,0.0047011417058428475,366.73000000000087,282.09999999999997
3198,L50377,L,300.0,309.1,1465,40.6,9,0,0,0,0,0,0,9.100000000000023,59479.0,0.0061433447098976105,369.46000000000095,365.4
3199,M18058,M,300.0,309.1,1463,45.7,11,0,0,0,0,0,0,9.100000000000023,66859.1,0.007518796992481203,415.8700000000011,502.7
3200,H32613,H,300.1,309.1,1560,35.4,14,0,0,0,0,0,0,9.0,55224.0,0.008974358974358974,318.59999999999997,495.59999999999997
3201,M18060,M,300.1,309.2,1454,44.4,19,0,0,0,0,0,0,9.099999999999966,64557.6,0.013067400275103164,404.0399999999985,843.6
3202,L50381,L,300.2,309.1,1479,47.0,22,0,0,0,0,0,0,8.900000000000034,69513.0,0.014874915483434753,418.3000000000016,1034.0
3203,L50382,L,300.2,309.2,1430,43.4,24,0,0,0,0,0,0,9.0,62062.0,0.016783216783216783,390.59999999999997,1041.6
3204,M18063,M,300.1,309.1,1533,38.0,26,0,0,0,0,0,0,9.0,58254.0,0.016960208741030658,342.0,988.0
3205,L50384,L,300.1,309.0,1404,54.8,29,0,0,0,0,0,0,8.899999999999977,76939.2,0.020655270655270654,487.7199999999987,1589.1999999999998
3206,M18065,M,300.1,308.9,1548,38.4,31,0,0,0,0,0,0,8.799999999999955,59443.2,0.020025839793281652,337.91999999999825,1190.3999999999999
3207,M18066,M,300.1,309.0,1612,33.0,34,0,0,0,0,0,0,8.899999999999977,53196.0,0.02109181141439206,293.69999999999925,1122.0
3208,M18067,M,300.2,309.0,1642,31.2,37,0,0,0,0,0,0,8.800000000000011,51230.4,0.02253349573690621,274.56000000000034,1154.3999999999999
3209,M18068,M,300.2,309.1,1406,42.2,40,0,0,0,0,0,0,8.900000000000034,59333.200000000004,0.02844950213371266,375.58000000000146,1688.0000000000002
3210,L50389,L,300.3,309.2,1587,31.4,43,0,0,0,0,0,0,8.899999999999977,49831.799999999996,0.027095148078134845,279.4599999999993,1350.1999999999998
3211,M18070,M,300.3,309.2,1364,47.6,45,0,0,0,0,0,0,8.899999999999977,64926.4,0.032991202346041054,423.6399999999989,2142.0
3212,L50391,L,300.3,309.2,1462,51.4,48,0,0,0,0,0,0,8.899999999999977,75146.8,0.03283173734610123,457.45999999999884,2467.2000000000003
3213,L50392,L,300.3,309.2,1649,32.4,50,0,0,0,0,0,0,8.899999999999977,53427.6,0.030321406913280776,288.3599999999993,1620.0
3214,L50393,L,300.4,309.2,1752,29.0,52,0,0,0,0,0,0,8.800000000000011,50808.0,0.02968036529680365,255.20000000000033,1508.0
3215,H32628,H,300.4,309.3,1396,51.2,54,0,0,0,0,0,0,8.900000000000034,71475.2,0.03868194842406877,455.68000000000177,2764.7999999999997
3216,M18075,M,300.5,309.4,2179,16.3,59,0,0,0,0,0,0,8.899999999999977,35517.700000000004,0.027076640660853604,145.06999999999962,961.7000000000002
3217,L50396,L,300.5,309.5,1653,27.6,62,0,0,0,0,0,0,9.0,45622.8,0.03750756200846945,248.4,1711.2
3218,L50397,L,300.6,309.5,2025,21.4,64,0,0,0,0,0,0,8.899999999999977,43335.0,0.03160493827160494,190.4599999999995,1369.6000000000001
3219,L50398,L,300.6,309.6,1426,53.6,66,0,0,0,0,0,0,9.0,76433.6,0.04628330995792426,482.40000000000003,3537.6000000000004
3220,M18079,M,300.6,309.6,1503,38.4,68,0,0,0,0,0,0,9.0,57715.2,0.04524284763805722,345.59999999999997,2611.2
3221,M18080,M,300.7,309.6,1525,36.5,71,0,0,0,0,0,0,8.900000000000034,55662.5,0.04655737704918033,324.8500000000013,2591.5
3222,L50401,L,300.6,309.6,1423,49.1,74,0,0,0,0,0,0,9.0,69869.3,0.05200281096275474,441.90000000000003,3633.4
3223,M18082,M,300.7,309.7,1435,44.7,76,0,0,0,0,0,0,9.0,64144.50000000001,0.0529616724738676,402.3,3397.2000000000007
3224,H32637,H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0,8.899999999999977,54567.5,0.05284280936454849,324.84999999999917,2883.5
3225,M18084,M,300.6,309.5,1557,33.8,84,0,0,0,0,0,0,8.899999999999977,52626.6,0.05394990366088632,300.8199999999992,2839.2
3226,L50405,L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0,8.799999999999955,59991.8,0.059023066485753055,358.15999999999815,3540.9
3227,L50406,L,300.5,309.3,1465,46.0,89,0,0,0,0,0,0,8.800000000000011,67390.0,0.06075085324232082,404.8000000000005,4094.0
3228,M18087,M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0,8.800000000000011,55456.1,0.05726872246696035,307.1200000000004,3175.9
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,8.800000000000011,69030.0,0.06372881355932203,411.8400000000005,4399.2
3230,L50409,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0,8.799999999999955,62294.4,0.06657420249653259,380.15999999999804,4147.2
3231,L50410,L,300.6,309.4,1556,36.0,98,0,0,0,0,0,0,8.799999999999955,56016.0,0.06298200514138817,316.79999999999836,3528.0
3232,L50411,L,300.7,309.3,1425,45.3,100,0,0,0,0,0,0,8.600000000000023,64552.49999999999,0.07017543859649122,389.580000000001,4529.999999999999
3233,L50412,L,300.7,309.3,1580,38.3,102,0,0,0,0,0,0,8.600000000000023,60513.99999999999,0.06455696202531645,329.38000000000085,3906.5999999999995
3234,H32647,H,300.8,309.4,1474,40.7,104,0,0,0,0,0,0,8.599999999999966,59991.8,0.07055630936227951,350.0199999999986,4232.8
3235,L50414,L,300.8,309.4,1489,38.4,109,0,0,0,0,0,0,8.599999999999966,57177.6,0.07320349227669577,330.2399999999987,4185.6
3236,L50415,L,300.8,309.4,1946,20.5,111,0,0,0,0,0,0,8.599999999999966,39893.0,0.05704008221993834,176.2999999999993,2275.5
3237,M18096,M,300.8,309.4,1342,62.4,113,1,0,1,0,0,0,8.599999999999966,83740.8,0.08420268256333831,536.6399999999978,7051.200000000001
3238,M18097,M,300.9,309.5,1758,26.8,116,0,0,0,0,0,0,8.600000000000023,47114.4,0.06598407281001138,230.48000000000062,3108.8
3239,M18098,M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,8.5,44134.4,0.06902552204176333,217.60000000000002,3046.3999999999996
3240,L50419,L,301.0,309.5,1430,48.5,122,0,0,0,0,0,0,8.5,69355.0,0.08531468531468532,412.25,5917.0
3241,L50420,L,300.9,309.5,1612,35.2,124,0,0,0,0,0,0,8.600000000000023,56742.4,0.07692307692307693,302.7200000000008,4364.8
3242,H32655,H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,8.600000000000023,63754.6,0.08577263444520082,373.240000000001,5468.400000000001
3243,L50422,L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0,8.700000000000045,58681.6,0.09465317919075145,368.8800000000019,5554.4
3244,L50423,L,301.0,309.6,1724,28.1,133,0,0,0,0,0,0,8.600000000000023,48444.4,0.0771461716937355,241.66000000000065,3737.3
3245,M18104,M,301.0,309.6,1397,48.0,135,0,0,0,0,0,0,8.600000000000023,67056.0,0.09663564781675017,412.8000000000011,6480.0
3246,M18105,M,301.0,309.6,1588,32.7,138,0,0,0,0,0,0,8.600000000000023,51927.600000000006,0.08690176322418136,281.22000000000077,4512.6
3247,L50426,L,301.0,309.7,1468,42.0,141,0,0,0,0,0,0,8.699999999999989,61656.0,0.09604904632152589,365.3999999999995,5922.0
3248,M18107,M,301.0,309.8,1594,31.1,143,0,0,0,0,0,0,8.800000000000011,49573.4,0.08971141781681305,273.68000000000035,4447.3
3249,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0,8.699999999999989,59382.299999999996,0.09662475181998677,341.9099999999995,5737.8
3250,L50429,L,301.1,309.8,1493,38.9,149,0,0,0,0,0,0,8.699999999999989,58077.7,0.09979906229068988,338.42999999999955,5796.099999999999
3251,H32664,H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0,8.600000000000023,46143.0,0.08835576360444705,232.2000000000006,4077.0000000000005
3252,L50431,L,301.1,309.6,1501,36.1,156,0,0,0,0,0,0,8.5,54186.1,0.1039307128580946,306.85,5631.599999999999
3253,L50432,L,301.1,309.7,1668,30.8,158,0,0,0,0,0,0,8.599999999999966,51374.4,0.09472422062350119,264.879999999999,4866.4
3254,L50433,L,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,8.5,73447.8,0.10652463382157124,415.65,7824.0
3255,M18114,M,301.0,309.7,1288,58.4,162,0,0,0,0,0,0,8.699999999999989,75219.2,0.12577639751552794,508.0799999999993,9460.8
3256,L50435,L,301.0,309.7,1491,42.9,165,0,0,0,0,0,0,8.699999999999989,63963.9,0.11066398390342053,373.2299999999995,7078.5
3257,L50436,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0,8.699999999999989,60152.4,0.10994075049374588,344.5199999999996,6613.2
3258,L50437,L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0,8.699999999999989,39084.799999999996,0.08518145161290322,171.38999999999976,3329.2999999999993
3259,L50438,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0,8.699999999999989,54054.7,0.10407790626902008,286.2299999999996,5625.9
3260,M18119,M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0,8.800000000000011,51350.0,0.10646153846153845,278.0800000000004,5466.799999999999
3261,M18120,M,301.3,310.0,2068,17.8,176,0,0,0,0,0,0,8.699999999999989,36810.4,0.0851063829787234,154.85999999999981,3132.8
3262,H32675,H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,8.800000000000011,58319.3,0.12185159972770593,349.36000000000047,7106.300000000001
3263,L50442,L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0,8.800000000000011,56555.399999999994,0.11810012836970475,319.4400000000004,6679.2
3264,L50443,L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0,8.699999999999989,73651.2,0.13839285714285715,476.75999999999937,10192.8
3265,H32678,H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0,8.800000000000011,64165.5,0.12920962199312716,388.0800000000005,8290.800000000001
3266,L50445,L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0,8.800000000000011,72628.0,0.14243542435424356,471.68000000000063,10344.800000000001
3267,L50446,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,8.800000000000011,72079.2,0.1536643026004728,499.8400000000006,11076.0
3268,L50447,L,301.3,310.0,1550,41.5,197,0,0,0,0,0,0,8.699999999999989,64325.0,0.1270967741935484,361.0499999999995,8175.500000000001
3269,M18128,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0,8.800000000000011,57644.99999999999,0.13049180327868853,332.6400000000004,7522.2
3270,M18129,M,301.3,310.0,1696,32.4,202,0,0,0,0,0,0,8.699999999999989,54950.399999999994,0.11910377358490566,281.8799999999996,6544.799999999999
3271,L50450,L,301.4,310.1,1937,21.8,205,0,0,0,0,0,0,8.700000000000045,42226.6,0.10583376355188436,189.660000000001,4469.0
3272,M18131,M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0,8.600000000000023,54216.9,0.12255772646536411,276.06000000000074,6644.7
3273,M18132,M,301.3,310.0,1593,30.8,210,0,0,0,0,0,0,8.699999999999989,49064.4,0.1318267419962335,267.95999999999964,6468.0
3274,M18133,M,301.3,309.9,1565,36.0,213,0,0,0,0,0,0,8.599999999999966,56340.0,0.13610223642172525,309.5999999999988,7668.000000000001
3275,L50454,L,301.3,310.0,1665,31.4,0,0,0,0,0,0,0,8.699999999999989,52281.0,0.0,273.1799999999996,0.0
3276,H32689,H,301.3,310.0,1532,36.3,2,0,0,0,0,0,0,8.699999999999989,55611.6,0.0013054830287206266,315.80999999999955,72.6
3277,L50456,L,301.3,310.0,1438,40.9,7,0,0,0,0,0,0,8.699999999999989,58814.2,0.004867872044506259,355.82999999999953,286.29999999999995
3278,L50457,L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0,8.800000000000011,63689.6,0.005878510777269758,366.0800000000005,374.4
3279,L50458,L,301.3,310.0,1506,40.8,11,0,0,0,0,0,0,8.699999999999989,61444.799999999996,0.0073041168658698535,354.9599999999995,448.79999999999995
3280,L50459,L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0,8.699999999999989,72416.8,0.009406657018813314,455.87999999999937,681.2
3281,M18140,M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0,8.699999999999989,73964.8,0.010302197802197802,441.9599999999994,762.0
3282,M18141,M,301.2,310.0,1445,45.6,18,0,0,0,0,0,0,8.800000000000011,65892.0,0.01245674740484429,401.28000000000054,820.8
3283,L50462,L,301.2,309.9,1515,40.9,21,0,0,0,0,0,0,8.699999999999989,61963.5,0.013861386138613862,355.82999999999953,858.9
3284,L50463,L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0,8.699999999999989,65929.5,0.015873015873015872,395.84999999999945,1046.5
3285,H32698,H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0,8.699999999999989,69053.40000000001,0.018355359765051395,441.08999999999946,1267.5000000000002
3286,L50465,L,301.2,309.9,1687,29.7,30,0,0,0,0,0,0,8.699999999999989,50103.9,0.01778304682868998,258.38999999999965,891.0
3287,L50466,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0,8.800000000000011,60836.8,0.019777503090234856,330.88000000000045,1203.2
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,8.900000000000034,50790.8,0.021822849807445442,290.1400000000011,1108.4
3289,L50468,L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0,8.800000000000011,51522.0,0.022262334536702767,272.80000000000035,1147.0
3290,M18149,M,301.2,310.1,1295,56.6,39,0,0,0,0,0,0,8.900000000000034,73297.0,0.030115830115830116,503.74000000000194,2207.4
3291,L50470,L,301.2,310.2,1385,42.3,42,0,0,0,0,0,0,9.0,58585.49999999999,0.03032490974729242,380.7,1776.6
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0,8.900000000000034,67294.5,0.029749830966869506,404.9500000000015,2002.0
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,9.0,62019.99999999999,0.03357142857142857,398.7,2082.1
3294,M18153,M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0,9.100000000000023,73956.5,0.03610906411201179,495.95000000000124,2670.5
3295,L50474,L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,9.099999999999966,56503.700000000004,0.03138201569100785,310.30999999999887,1773.2000000000003
3296,L50475,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,9.099999999999966,64926.4,0.03609625668449198,394.9399999999985,2343.6
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,9.100000000000023,59572.8,0.04060913705583756,393.120000000001,2419.2
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,9.100000000000023,59752.8,0.03811369509043928,351.2600000000009,2277.4
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,9.100000000000023,57111.9,0.040693795863909275,346.7100000000009,2324.1000000000004
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,9.199999999999989,63661.99999999999,0.045323741007194246,421.35999999999945,2885.3999999999996
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,9.099999999999966,59059.2,0.04226267880364109,349.4399999999987,2495.9999999999995
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0,9.199999999999989,65110.50000000001,0.05128205128205128,438.83999999999946,3339.0000000000005
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,9.199999999999989,73045.8,0.04790419161676647,447.11999999999944,3499.2000000000003
3304,L50483,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,9.199999999999989,69361.0,0.053237410071942444,459.0799999999994,3692.6
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,9.100000000000023,68412.90000000001,0.05076820307281229,415.8700000000011,3473.2000000000003
3306,M18165,M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,9.099999999999966,76169.09999999999,0.04946100190234623,439.5299999999983,3767.3999999999996
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0,9.100000000000023,77757.59999999999,0.05656424581005587,494.1300000000012,4398.299999999999
3308,M18167,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,9.100000000000023,62363.7,0.053103007037747924,363.0900000000009,3311.7
3309,L50488,L,301.4,310.4,1433,43.4,86,0,0,0,0,0,0,9.0,62192.2,0.06001395673412421,390.59999999999997,3732.3999999999996
3310,L50489,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,0,9.099999999999966,69338.40000000001,0.06358381502890173,455.9099999999983,4408.8
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,9.099999999999966,62858.200000000004,0.06686478454680535,424.96999999999844,4203.0
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0,9.099999999999966,65217.3,0.06305688827964359,406.7699999999985,4112.400000000001
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,9.0,47367.1,0.05735204392922514,260.09999999999997,2716.6
3314,L50493,L,301.4,310.4,1737,31.9,96,0,0,0,0,0,0,9.0,55410.299999999996,0.055267702936096716,287.09999999999997,3062.3999999999996
3315,L50494,L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0,9.100000000000023,64771.5,0.06581598388179986,395.850000000001,4263.0
3316,M18175,M,301.5,310.6,1492,43.0,100,0,0,0,0,0,0,9.100000000000023,64156.0,0.06702412868632708,391.300000000001,4300.0
3317,M18176,M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0,9.100000000000023,73750.2,0.08463434675431389,551.4600000000014,6241.8
3318,L50497,L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0,9.0,46953.2,0.0647921760391198,258.3,3042.1999999999994
3319,L50498,L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0,9.0,71369.2,0.07520891364902507,447.3,5367.6
3320,L50499,L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0,9.0,51683.4,0.06512729425695678,275.40000000000003,3366.0
3321,L50500,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0,9.0,37539.6,0.04892966360856269,147.6,1836.8
3322,L50501,L,301.5,310.6,1522,41.0,114,0,0,0,0,0,0,9.100000000000023,62402.0,0.07490144546649145,373.10000000000093,4674.0
3323,L50502,L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,9.0,71467.9,0.08586232420429311,476.09999999999997,6136.4
3324,L50503,L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0,9.0,58316.3,0.07426054122089365,330.3,4330.6
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0,9.100000000000023,53809.8,0.07604562737642585,310.3100000000008,4092.0
3326,L50505,L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0,9.100000000000023,53481.9,0.07687460617517328,306.6700000000008,4111.4
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,9.100000000000023,39632.4,0.06320081549439348,183.82000000000045,2504.8
3328,M18187,M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,9.100000000000023,34534.4,0.05180921052631579,129.2200000000003,1789.2
3329,L50508,L,301.6,310.6,1418,43.9,129,0,0,0,0,0,0,9.0,62250.2,0.09097320169252468,395.09999999999997,5663.099999999999
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0,9.099999999999966,49985.1,0.0778371954842543,270.26999999999896,3890.6999999999994
3331,L50510,L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0,9.100000000000023,70219.5,0.096028880866426,461.3700000000012,6743.1
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,9.100000000000023,69375.5,0.08659397049390635,404.950000000001,6007.5
3333,M18192,M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0,9.100000000000023,52803.600000000006,0.0819868342309994,287.56000000000074,4329.2
3334,M18193,M,301.6,310.8,1343,49.5,140,0,0,0,0,0,0,9.199999999999989,66478.5,0.10424422933730454,455.3999999999994,6930.0
3335,M18194,M,301.6,310.8,1548,34.2,143,0,0,0,0,0,0,9.199999999999989,52941.600000000006,0.09237726098191215,314.63999999999965,4890.600000000001
3336,L50515,L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0,9.199999999999989,53196.0,0.08563049853372434,287.0399999999996,4555.2
3337,L50516,L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0,9.199999999999989,54339.0,0.09641693811074918,325.6799999999996,5239.2
3338,L50517,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,9.199999999999989,53332.4,0.0959079283887468,313.71999999999963,5115.0
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,9.299999999999955,61759.0,0.10066225165562914,380.36999999999813,6216.8
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0,9.299999999999955,67438.40000000001,0.10388739946380697,420.35999999999797,7006.000000000001
3341,M18200,M,301.5,310.8,1452,44.1,157,0,0,0,0,0,0,9.300000000000011,64033.200000000004,0.1081267217630854,410.1300000000005,6923.7
3342,H32755,H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0,9.300000000000011,69108.0,0.12039127163280662,483.6000000000006,8320.0
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0,9.300000000000011,72416.8,0.11939218523878437,487.32000000000056,8646.0
3344,M18203,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0,9.300000000000011,59259.2,0.10257985257985258,338.5200000000004,6078.8
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0,9.300000000000011,47597.399999999994,0.09964830011723329,259.4700000000003,4742.999999999999
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0,9.399999999999977,54355.4,0.10790464240903387,320.5399999999992,5865.2
3347,L50526,L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0,9.399999999999977,42792.3,0.09880749574105621,228.41999999999945,4228.2
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0,9.300000000000011,63912.2,0.11510791366906475,388.74000000000046,7356.8
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,9.399999999999977,62352.4,0.11618798955613577,382.5799999999991,7244.6
3350,L50529,L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0,9.300000000000011,46509.4,0.10818888224745965,258.5400000000003,5031.8
3351,L50530,L,301.4,310.8,1285,62.6,183,1,0,0,0,1,0,9.400000000000034,80441.0,0.1424124513618677,588.4400000000021,11455.8
